case_num,date_filed,status,num_employees,location,nlrb_region,case_url,charged_party
03-CA-302194,08/29/2022,Open,25,"Buffalo, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302194,Starbucks Corporation
02-CA-302277,08/29/2022,Closed,100,"Manhattan, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-302277,Mount Sinai Morningside
21-CA-302343,08/29/2022,Open,27,"Los Angeles, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302343,ABM Industries
01-CA-302291,08/29/2022,Open,20,"Brighton, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302291,SAINT ELIZABETH'S MEDICAL CENTER
07-CA-302480,08/29/2022,Open,500,"Traverse City, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-302480,Sara Lee Frozen Bakery
07-CB-302497,08/29/2022,Open,50,"Detroit, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CB-302497,"Local 24, UNITE-HERE!, AFL-CIO (HMS Host)"
27-CA-302403,08/29/2022,Open,20,"Billings, MT","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302403,Burger King
27-CA-302301,08/29/2022,Open,12,"Denver, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302301,Family Dollar
29-CA-302286,08/29/2022,Open,50,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-302286,The Co-Op School
18-CA-302342,08/29/2022,Open,9,"Madison, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302342,Crushin' It Apparel
27-CA-302351,08/29/2022,Open,4500,"Commerce City, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302351,United Parcel Service
32-CB-302545,08/29/2022,Open,500,"San Leandro, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CB-302545,SEIU-UHW West (Kaiser Permanente)
02-CB-302452,08/29/2022,Open,100,"Manhattan, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CB-302452,"SEIU 32BJ (Sixty East End Owners, Inc. c/o AKAM Associates, Inc.)"
16-CA-302420,08/29/2022,Open,750,"Dallas, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302420,United States Postal Services
10-CA-302284,08/29/2022,Open,16,"Cayce, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302284,United States Postal Service
12-CA-302466,08/29/2022,Open,12,"Sarasota, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302466,AT&T
14-CA-302219,08/29/2022,Open,100,"Salina, KS","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302219,Kansas Wesleyan University
16-CB-302453,08/29/2022,Open,10,"Deer Park, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CB-302453,American Postal Workers Union (United States Postal Service)
21-CA-302305,08/29/2022,Open,27,"Los Angeles, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302305,ABM
10-CA-302287,08/29/2022,Open,1200,"Gastonia, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302287,Daimler Trucks North America
18-CA-302348,08/29/2022,Open,27,"Fargo, ND","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302348,Aggregate Industries - Holcim
12-CA-302373,08/29/2022,Open,500,"Riviera Beach, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302373,"Sysco Southeast Florida, LLC"
18-CA-302249,08/29/2022,Open,1000,"Milwaukee, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302249,United States Postal Service
25-CA-302281,08/29/2022,Open,15,"Freeport, IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-302281,Quality Transport Company
29-CB-302307,08/29/2022,Open,50,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CB-302307,"Branch 41, National Association of Letter Carriers (United States Postal Service)"
10-CA-302410,08/29/2022,Open,4000,"Stone Mountain, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302410,Amazon.com Services LLC
10-CA-302191,08/29/2022,Open,3,"Mount Juliet, TN","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302191,K9 Companions Nashville
08-CA-302431,08/29/2022,Open,100,"Cleveland, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-302431,Cleveland Cliffs
31-CA-302418,08/29/2022,Open,200,"Santa Monica, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302418,Loewes Santa Monica Beach Hotel
03-CA-302174,08/29/2022,Open,400,"Castleton-on-Hudson, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302174,Amazon.com Services LLC
21-CA-302319,08/29/2022,Open,6000,"San Dimas, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302319,Southern California Gas Company
16-CA-302482,08/29/2022,Open,200,"Dallas, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302482,United State Postal Service
18-CB-302367,08/29/2022,Open,100,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302367,United Here Local Union No. 17 (Millennium Hotel Minneapolis)
18-CB-302361,08/29/2022,Open,100,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302361,Unite Here Local Union No. 17 (Millennium Hotel Minneapolis)
31-CA-302350,08/29/2022,Open,30,"Goleta, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302350,Sansum Clinic Goleta Physical Therapy
21-CA-302366,08/29/2022,Open,28,"Carson, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302366,EcoVyst
10-CA-302246,08/29/2022,Open,179,"Auburn, AL","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302246,GE Aviation
20-CA-302490,08/29/2022,Open,2000,"West Sacramento, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302490,United States Postal Service
09-CB-302330,08/29/2022,Open,1000,"Lexington, KY","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CB-302330,"AMERICAN POSTAL WORKERS UNION, AFL-CIO (APWU) CKAL 2307 (United States Postal Service)"
01-CB-302356,08/29/2022,Open,1200,"Plainfield, CT","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CB-302356,Eastern Connecticut Public Safety Independent Union (ECPSIU)
18-CA-302261,08/29/2022,Open,55,"Marquette, MI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302261,Swick Home Services
07-CA-302309,08/29/2022,Open,6,"Kalamazoo, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-302309,Clyde Union Pump - Celeros Flow Technology
04-CB-302242,08/29/2022,Open,150,"Voorhees, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CB-302242,"National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO, and its Affiliate District 1199C (Voorhees Pediatric Facility)"
08-CA-302429,08/29/2022,Open,20,"Rossford, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-302429,Industrial Power Systems
16-CA-302449,08/29/2022,Open,5000,"Arlington, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302449,General Motors
16-CA-302423,08/29/2022,Open,120,"Carrollton, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302423,Chrysler Corporation (FCA)
03-CA-302171,08/29/2022,Open,400,"Castleton-on-Hudson, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302171,Amazon.com Services
25-CA-302259,08/29/2022,Open,80,"Davenport, IA","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-302259,Durham School Services
19-CA-302273,08/29/2022,Open,15,"Eugene, OR","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302273,Starbucks Corporation
29-CA-302244,08/29/2022,Open,50,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-302244,The Co-Op School
31-CB-302422,08/29/2022,Open,200,"Santa Monica, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CB-302422,UNITE HERE Local 11 (Loewes Santa Monica Beach Hotel)
16-CB-302437,08/29/2022,Open,10,"Carrollton, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CB-302437,"United Automobile, Aerospace & Agricultural Implement Workers of America International Union, AFL-CIO (Chrysler Corporation FCA)"
03-CA-302172,08/29/2022,Open,400,"Castleton-on-Hudson, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302172,Amazon.com Services LLC
21-CA-302383,08/29/2022,Closed,1000,"Los Angeles, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302383,United States Postal Service
21-CA-302300,08/29/2022,Open,27,"Los Angeles, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302300,ABM Industries
31-CA-302409,08/29/2022,Open,80,"El Segundo, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302409,Herber Aircraft
16-CA-302491,08/29/2022,Open,500,"San Antonio, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302491,United States Postal Service
18-CB-302256,08/29/2022,Open,10,"Milwaukee, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302256,APWU Milwaukee (United States Postal Service)
18-CA-302235,08/29/2022,Open,230,"Knoxville, IA","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302235,Hormel Foods Corporation Knoxville Iowa
01-CA-302321,08/29/2022,Open,28,"Vernon, CT","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302321,Starbucks Corporation
25-CA-302290,08/29/2022,Open,100,"Rockford, IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-302290,"Meiborg Brothers, Inc."
16-CA-302487,08/29/2022,Open,1200,"Baytown, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302487,ExxonMobil Fuels & Lubricants
14-CB-302210,08/29/2022,Open,500,"Topeka (Township), KS","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-302210,BCTGM Local 218 (Frito Lay)
18-CC-302355,08/29/2022,Open,100,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CC-302355,UNITE HERE! Local 17 (Millennium Hotel Minneapolis)
04-CA-302200,08/29/2022,Closed,500,"Philadelphia, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302200,City of Philadelphia/DHS
04-CA-302314,08/29/2022,Open,550,"East Stroudsburg, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302314,Lehigh Valley Health Network-Pocono
05-CA-302405,08/29/2022,Open,12,"Richmond, VA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302405,Virginia Education Association
18-CA-302250,08/29/2022,Open,400,"Neenah, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302250,Kimberly Clark
14-CA-302265,08/29/2022,Open,3,"Wentzville, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302265,"Summit On Site Solutions, LLC dba Altus Biologics"
12-CA-302322,08/29/2022,Open,2,"Jacksonville, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302322,"Sprinklermatic Florida, LLC"
20-CB-302461,08/29/2022,Open,100,"San Francisco, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CB-302461,"Local Union 510, District Council 36 International Union of Painters & Allied Trades (Freeman Expositions, LLC)"
16-CA-302442,08/29/2022,Open,50,"Corpus Christi, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302442,Scott A/C and Heating
31-CA-302528,08/29/2022,Open,500,"El Segundo, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302528,"Select Staffing and Hacor Inc., as joint employers"
19-CA-302258,08/29/2022,Open,6,"Portland, OR","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302258,AT&T Mobility
29-CA-302295,08/29/2022,Open,50,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-302295,The Co-Op School
15-CA-302283,08/29/2022,Open,150,"Little Rock, AR","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302283,United States Postal Service
10-CB-302263,08/29/2022,Open,10,"Gray, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-302263,National Rural Letter Carriers Association (United States Postal Service)
10-CB-302170,08/29/2022,Open,50,"Savannah, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-302170,ILA 1414 (Georgia Stevedore Association)
20-CA-302594,08/29/2022,Open,2000,"San Francisco, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302594,"Littler Mendelson, P.C."
08-CB-302384,08/29/2022,Open,20,"Akron, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CB-302384,IATSE Local 48 Stage Employees (Blossom Music Center)
20-CA-302604,08/29/2022,Open,29,"Sacramento, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302604,Opening Doors Inc.
32-CA-302426,08/28/2022,Open,24,"Visalia, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302426,KacHalloween
32-CA-302439,08/27/2022,Open,30,"Walnut Creek, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302439,Boston Scientific
18-CA-302176,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302176,Methodist Hospital
04-CB-302160,08/26/2022,Open,5,"Egg Harbor Township, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CB-302160,IBEW Local Union 351 (Various Employers)
18-CA-302205,08/26/2022,Open,1700,"Saint Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302205,M Health Fairview
03-CA-302078,08/26/2022,Open,400,"Castleton-on-Hudson, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302078,Amazon.com Services LLC
18-CA-302173,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302173,Methodist Hospital
19-CA-302142,08/26/2022,Open,215,"Hillsboro, OR","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302142,Rosendin Electric
14-CA-302196,08/26/2022,Open,60,"Omaha, NE","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302196,United States Postal Service
12-CA-302229,08/26/2022,Open,1000,"Jacksonville, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302229,United States Postal Service
04-CA-302148,08/26/2022,Open,50,"Easton, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302148,"Maybrook-P Praxis Opco, LLC d/b/a The Gardens for Memory Care at Easton"
14-CB-302121,08/26/2022,Open,80,"Saint Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-302121,"National Association of Letter Carriers, Branch 343 (United States Postal Service)"
18-CA-302212,08/26/2022,Open,300,"Superior, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302212,JT Thorpe & Son
18-CA-302247,08/26/2022,Open,473,"St. Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302247,Children's Minnesota
18-CA-302178,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302178,Methodist Hospital
16-CA-302333,08/26/2022,Open,30,"San Angelo, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302333,Intrepid Electric
21-CA-302268,08/26/2022,Open,1000,"Bell, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302268,United States Postal Service
12-CA-302282,08/26/2022,Open,50,"Miami, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302282,South Florida Container Company
28-CA-302267,08/26/2022,Open,500,"Phoenix, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302267,Banner Health
18-CA-302264,08/26/2022,Open,500,"Ankeny, IA","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302264,John Deere
16-CA-302406,08/26/2022,Open,450,"Deer Park, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302406,Deer Park Refining Limited Partnership
09-CA-302248,08/26/2022,Open,95,"Cincinnati, OH","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302248,PENSKE TRUCK LEASING
09-CA-302122,08/26/2022,Open,20,"Clarksville, IN","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302122,STARBUCKS CORPORATION
18-CA-302197,08/26/2022,Open,1000,"Duluth, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302197,St. Luke's Hospital
07-CA-302253,08/26/2022,Open,300,"Van Buren, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-302253,Constellium Automotive
12-CA-302285,08/26/2022,Open,50,"Miami, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302285,South Florida Container Company
01-CA-302238,08/26/2022,Open,25,"Suffield, CT","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302238,"M & J Bus, Inc."
18-CA-302134,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302134,Methodist Hospital
04-CA-302154,08/26/2022,Open,180,"Philadelphia, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302154,Philadelphia Museum of Art
27-CA-302158,08/26/2022,Open,150,"Orem, UT","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302158,Center for Change
28-CA-302415,08/26/2022,Open,20,"Tempe, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302415,Dollar Tree/Family Dollar
03-CA-302091,08/26/2022,Open,400,"Castleton-on-Hudson, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302091,Amazon.com Services Inc.
10-CA-302097,08/26/2022,Open,500,"Greensboro, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302097,United States Postal Service
15-CA-302144,08/26/2022,Closed,83,"Kenner, LA","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302144,"Paragon Systems, Inc."
13-CB-302181,08/26/2022,Open,400,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302181,UFCW Local 1546 (Amity Packing Company Inc.)
19-CA-302129,08/26/2022,Open,10,"Great Falls, MT","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302129,"Communications Methods, LLC"
18-CA-302208,08/26/2022,Open,1016,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302208,Children's Minnesota
08-CA-302430,08/26/2022,Open,20,"Holland, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-302430,Jeep Country Federal Credit Union
10-CA-302202,08/26/2022,Open,20,"Alpharetta, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302202,Bocado Burger
13-CB-302185,08/26/2022,Open,400,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302185,UFCW Local 1546 (Amity Packing Company Inc.)
02-CA-302162,08/26/2022,Closed,450,"White Plains, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-302162,Martine Center Nursing Rehabilitation
09-CA-302255,08/26/2022,Open,27,"Shelbyville, KY","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302255,"RYERSON AND SON, INC."
05-CA-302279,08/26/2022,Open,30,"Alexandria, VA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302279,Parkfairfax Condominium
18-CA-302231,08/26/2022,Open,1000,"Duluth, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302231,St. Luke's Hospital
28-CA-302266,08/26/2022,Open,500,"Phoenix, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302266,Banner Health
13-CB-302183,08/26/2022,Open,400,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302183,UFCW Local 1546 (Amity Packing Company Inc.)
27-CB-302275,08/26/2022,Open,10,"Silverthorne, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CB-302275,"Plasterers and Cement Masons, Local 577 (ABCO Contracting)"
19-CA-302152,08/26/2022,Open,187,"Talkeetna, AK","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302152,"The Pursuit Collection, a subsidiary of Viad Corp. d/b/a Talkeetna Alaskan Lodge"
12-CB-302104,08/26/2022,Open,125,"San Juan, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CB-302104,Central General de Trabajadores
04-CA-302156,08/26/2022,Open,5,"Philadelphia, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302156,NBC Universal-WCAU/WWSI-TV
10-CA-302130,08/26/2022,Open,515,"Salem, VA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302130,Yokohama Tire Manufacturing Of Virginia
06-CA-302169,08/26/2022,Open,81,"Beaver, PA","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CA-302169,Brighton Rehabilitation and Wellness Center
18-CA-302199,08/26/2022,Closed,110,"Bismarck, ND","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302199,United States Postal Service
18-CA-302186,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302186,Methodist Hospital
21-CA-302324,08/26/2022,Open,150,"Pomona, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302324,Frontier Communications
15-CA-302133,08/26/2022,Open,450,"Demopolis, AL","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302133,Westrock Paper Corporation
13-CA-302150,08/26/2022,Open,12,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302150,"Universal Protection Service, LLC d/b/a Allied Universal Security Services"
18-CA-302175,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302175,Methodist Hospital
10-CA-302135,08/26/2022,Open,250,"Burlington, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302135,Walmart
18-CA-302201,08/26/2022,Open,1400,"Duluth, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302201,Essentia Health
32-CA-302386,08/26/2022,Open,20,"Capitola, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302386,Starbucks Corporation
05-CA-302280,08/26/2022,Open,18,"Alexandria, VA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302280,Parkfairfax Condominium
13-CB-302184,08/26/2022,Open,400,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302184,UFCW Local 1546 (Amity Packing Company Inc.)
13-CB-302179,08/26/2022,Open,400,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302179,UFCW Local 1546 (Amity Packing Company Inc.)
19-CA-302157,08/26/2022,Open,125,"Seattle, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302157,United States Postal Service
15-CA-302095,08/26/2022,Open,9,"Biloxi, MS","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302095,Frontline National LLC
18-CA-302214,08/26/2022,Open,1016,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302214,Children's Minnesota
20-CA-302360,08/26/2022,Open,2000,"West Sacramento, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302360,United States Postal Service
10-CA-302299,08/26/2022,Open,32,"Wilmington, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302299,Starbucks Corporation
28-CA-302374,08/26/2022,Open,8,"Las Vegas, NV","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302374,"Reliance Fire Protection, Inc."
10-CA-302293,08/26/2022,Open,20,"Florence, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302293,Ruan Transportation Co
07-CA-302514,08/26/2022,Open,30,"Romulus, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-302514,"EMO Trans, Inc."
13-CB-302177,08/26/2022,Open,400,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302177,UFCW Local 1546 (Amity Packing Company Inc.)
32-CA-302404,08/26/2022,Open,50,"Stanford, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302404,STANFORD HEALTH CARE
08-CA-302123,08/26/2022,Open,6500,"Toledo, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-302123,FCA d/b/a Stellantis
06-CA-302100,08/26/2022,Open,26,"McMurray, PA","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CA-302100,Starbucks Corporation
29-CB-302127,08/26/2022,Open,10,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CB-302127,1199 Union SEIU (Buena Vida Nursing Home)
28-CB-302407,08/26/2022,Open,50,"Las Vegas, NV","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CB-302407,Culinary Union Local 226 (The Cosmopolitan Hotel)
18-CA-302252,08/26/2022,Open,1016,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302252,Children's Minnesota
18-CA-302221,08/26/2022,Open,117,"Minot, ND","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302221,Human Learning System DBA Quentin N Burdick Job Corps Center
28-CA-302326,08/26/2022,Open,250,"Las Vegas, NV","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302326,"United Parcel Service, Inc."
18-CA-302192,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302192,Methodist Hospital
18-CA-302216,08/26/2022,Open,2000,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302216,Allina Health
14-CA-302117,08/26/2022,Closed,80,"Saint Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302117,United States Postal Service
01-CA-302444,08/26/2022,Open,40,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302444,Yotel Boston
02-CA-302276,08/26/2022,Open,100,"Manhattan, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-302276,NBC Universal - WNBC-TV
